wid,cleaned_hm,age,gender,marital,parenthood
7960,Big event !! I broke up with my boyfriend and I became very happy when I realized I would move back to my hometown. ,36,f,single,n
7961,"For my birthday, my friends threw me a surprise birthday party.",34,m,single,n
7962,The day I found out that my husband and I are pregnant with our third child.,26,f,married,y
7963,"An event that made me happy was when my girlfriend's mom thanked me for being a wonderful asset, especially when I help her disabled sister.",20,m,single,n
7964,"My husband works as a traveling musician and I was recently laid off, when he got home from a tour he knew how frustrated and sad I was not finding a job, he took me to the mall and bought me new outfits to brighten my mood. What made me the most happy was how thoughtful and excited he was to do this for me. ",25,f,married,n
7965,"I got a larger raise than expected from my employer.
",24,m,single,n
7966,"Within the past hour, my cat Ingmar rubbed his head up against me, wanting my attention. I pet him, and he purred. This made me happy because another creature desired my affection, and I was able to fulfill that desire. He is named after filmmaker Ingmar Bergman. My cat's last name is Bergcat, however.",28,m,single,n
7967,"I had a piece of the richest, most moist chocolate cake I've ever had.",36,f,married,n
7968,"I passed my driving test! To me, it was a relief to get something like that over with, and it's one step further into organizing my life goals. ",23,f,single,n
7970,I obtained affordable take out food last night that was very delicious.,48,f,single,n
7972,Some neighbors came over to visit us with their kids and we all went swimming in our pool.,55,m,single,n
7976,I was working at a jobsite and walked into the sprinkler pump room and laying there on the floor was roughly thirty to fifty dollars in scrap metal,34,m,married,y
7978,The Sun Shining outside.,53,f,married,y
7979,We closed the loop on two sales at work. Seeing the sale finalize created a big spike of excitement. ,27,m,single,n
7980,Great sunset walk in Folsom going over 2 bridges.,57,m,divorced,n
7981,My favorite male cousin showed me a good time out on the town in honor of my birthday.,32,f,single,y
7982,When i saw i got approves for mturk.,22,m,married,y
7983,I helped a struggling high school student to catch back up with her math class.,19,m,single,n
7985,MY children's birthday. we celebrated it in ooty,,,,y
7986,"The first time I visited my husband in prison made me happy, because that was the first time I saw him in over six weeks. ",32,f,married,y
7987,"The happiest event I had was visiting friends in North Carolina two months ago. The event was because I could be myself around them with no judgements. We could talk freely, laugh, be goofy, and have fun. ",33,f,single,n
7989,We bought a house last month by our hard earned money and I was absolutely happy and emotional.It was a dream come true and I will always remember that day.When I entered into the house I was extremely happy which I can't explain in words.,24,m,single,n
7990,I officially filed for graduation and was able to graduate on time although I did not think I would be able to.,21,f,single,n
7992,I got a customer to do business with me.,29,m,single,n
7993,"I had a bad day at work, and after talking to my boyfriend about it, he surprised me by taking me out to my favorite restaurant. ",23,f,single,n
7996,"Last night, in the arms of my boyfriend.  He made me feel so happy and comfortable. ",32,f,divorced,n
7997,Planning a surprise visit with my little sister.,38,m,single,n
7998,I saw my friend who I haven't seen in a month and we caught up.,25,m,single,n
8000,My husband got a large raise from his work and I found out when he called me.,28,f,married,n
8002,I got accepted in college for the program I have always wanted to do. ,23,f,married,y
8003,"Yesterday, my son was playing outside at his grandmas house.  He had learned how to climb up the slide and go down all on his own, and it was so exciting to watch him learn it on his own.  Then he continued to go over and over, clapping each time at the end.",25,f,married,y
8004,Watching my youngest son climb boulders at a climbing gym with confidence and personal success,45,f,married,y
8005,"Upon reviewing photos from a weekend photo session, i was very happy with the outcome despite the children not being 100% cooperative",35,f,married,y
8006,"After 3 years of working, I finally got a job that I have been trying to get since I graduated college.",25,m,single,n
8008,"Two months ago, I was thrilled that my niece was born after a long and difficult pregnancy for my sister. ",30,f,married,n
8009,I was given positive recognition for completing a difficult project at work.,28,m,single,n
8010,"I've been teaching my son about manners and he said, ""Please, mom"" and it melted my heart. ",32,f,married,y
8015,taking a nap,36,f,married,y
8016,My mother-in-law went into the hospital voluntarily after two weeks of us begging her to go for dehydration and abdominal pain- what a relief!,32,f,married,y
8017,"Going to the beach and watching a large flock of pelicans floating in the ocean nearby brought a smile to my face. It was nice to be at the beach, and for several hours, not have to worry at all about the mundane everyday things that sometimes can cause stress. It was a beautiful day, a nice escape.",50,f,divorced,y
8018,I reconnected with someone I had not seen in twenty years.,41,f,divorced,y
8021,"Finding out that my son, who is in the Marines, will be stationed closer to me, made me so happy!",41,f,,y
8022,"My partner made breakfast for me, even though I didn't ask.",32,f,single,n
8023,Watching my son play sports and actually being good at it.,28,m,married,y
